Datetime,Open,High,Low,Close,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2025-11-06 14:30:00+00:00,267.8900146484375,268.92999267578125,267.8900146484375,268.239990234375,957591
2025-11-06 14:31:00+00:00,268.2550048828125,268.45001220703125,267.8924865722656,268.3799133300781,129600
2025-11-06 14:32:00+00:00,268.3500061035156,268.8500061035156,268.30999755859375,268.5199890136719,135184
2025-11-06 14:33:00+00:00,268.5249938964844,268.5849914550781,268.2699890136719,268.4200134277344,85184
2025-11-06 14:34:00+00:00,268.3999938964844,268.8454895019531,268.3500061035156,268.75,84418
2025-11-06 14:35:00+00:00,268.7799987792969,269.0199890136719,268.5799865722656,268.75,140600
2025-11-06 14:36:00+00:00,268.7799987792969,269.3999938964844,268.7712097167969,269.1650085449219,93282
2025-11-06 14:37:00+00:00,269.17999267578125,269.5,269.1199951171875,269.1820068359375,160736
2025-11-06 14:38:00+00:00,269.1700134277344,269.260009765625,268.9375915527344,269.0199890136719,75610
2025-11-06 14:39:00+00:00,268.97119140625,269.1000061035156,268.5199890136719,268.92999267578125,81377
2025-11-06 14:40:00+00:00,268.9276123046875,269.05999755859375,268.7099914550781,268.7900085449219,706001
2025-11-06 14:41:00+00:00,268.79998779296875,268.79998779296875,267.9599914550781,268.214599609375,0
2025-11-06 14:42:00+00:00,268.2099914550781,268.5299072265625,268.0799865722656,268.3500061035156,77214
2025-11-06 14:43:00+00:00,268.3399963378906,268.54998779296875,268.2699890136719,268.4800109863281,47683
2025-11-06 14:44:00+00:00,268.489990234375,268.75,268.4601135253906,268.7300109863281,63141
2025-11-06 14:45:00+00:00,268.75,269.3399963378906,268.739990234375,269.32000732421875,144571
2025-11-06 14:46:00+00:00,269.3599853515625,269.5,269.29998779296875,269.489990234375,90311
2025-11-06 14:47:00+00:00,269.5,269.5,269.2200012207031,269.23199462890625,106404
2025-11-06 14:48:00+00:00,269.20001220703125,269.3800048828125,269.1499938964844,269.294189453125,49132
2025-11-06 14:49:00+00:00,269.2908935546875,269.2908935546875,269.010009765625,269.0450134277344,56160
2025-11-06 14:50:00+00:00,269.0299987792969,269.1099853515625,268.42999267578125,268.5249938964844,91223
2025-11-06 14:51:00+00:00,268.57000732421875,268.6199951171875,268.3399963378906,268.4700012207031,88911
2025-11-06 14:52:00+00:00,268.4800109863281,268.6405944824219,268.44000244140625,268.55999755859375,54139
2025-11-06 14:53:00+00:00,268.55999755859375,268.8999938964844,268.55999755859375,268.8349914550781,50879
2025-11-06 14:54:00+00:00,268.8287048339844,269.07000732421875,268.75,268.95001220703125,41971
2025-11-06 14:55:00+00:00,268.92999267578125,269.19000244140625,268.9150085449219,269.1700134277344,73355
2025-11-06 14:56:00+00:00,269.1400146484375,269.3511047363281,269.0899963378906,269.31500244140625,113936
2025-11-06 14:57:00+00:00,269.31500244140625,269.5,269.19000244140625,269.44000244140625,77729
2025-11-06 14:58:00+00:00,269.44000244140625,269.8179931640625,269.4200134277344,269.7550048828125,149132
2025-11-06 14:59:00+00:00,269.760009765625,270.010009765625,269.6600036621094,269.9410095214844,87345
2025-11-06 15:00:00+00:00,269.94000244140625,269.9800109863281,269.4403991699219,269.70989990234375,122395
2025-11-06 15:01:00+00:00,269.7099914550781,269.8500061035156,269.510009765625,269.7698974609375,64102
2025-11-06 15:02:00+00:00,269.74749755859375,269.8500061035156,269.57000732421875,269.7716979980469,70265
2025-11-06 15:03:00+00:00,269.82000732421875,269.8500061035156,269.6050109863281,269.69500732421875,77783
2025-11-06 15:04:00+00:00,269.70001220703125,269.8500061035156,269.55999755859375,269.5799865722656,46893
2025-11-06 15:05:00+00:00,269.5799865722656,270.08990478515625,269.5400085449219,269.885009765625,102933
2025-11-06 15:06:00+00:00,269.8299865722656,269.9645080566406,269.6700134277344,269.6700134277344,55504
2025-11-06 15:07:00+00:00,269.70001220703125,269.8291931152344,269.4219970703125,269.4599914550781,57992
2025-11-06 15:08:00+00:00,269.4599914550781,269.7200012207031,269.2132873535156,269.2132873535156,111826
2025-11-06 15:09:00+00:00,269.260009765625,269.54998779296875,269.1499938964844,269.3999938964844,59058
2025-11-06 15:10:00+00:00,269.42999267578125,269.635009765625,269.4100036621094,269.4100036621094,69622
2025-11-06 15:11:00+00:00,269.468994140625,269.54998779296875,269.3699951171875,269.3699951171875,41769
2025-11-06 15:12:00+00:00,269.3599853515625,269.3800048828125,269.0914001464844,269.32000732421875,55885
2025-11-06 15:13:00+00:00,269.30999755859375,269.5150146484375,269.30999755859375,269.4100036621094,61812
2025-11-06 15:14:00+00:00,269.3940124511719,269.92999267578125,269.3706970214844,269.9049987792969,62223
2025-11-06 15:15:00+00:00,269.8900146484375,270.20001220703125,269.7200012207031,270.1600036621094,129660
2025-11-06 15:16:00+00:00,270.19000244140625,270.57501220703125,270.1400146484375,270.55999755859375,106279
2025-11-06 15:17:00+00:00,270.5799865722656,271.1499938964844,270.5199890136719,271.13641357421875,116723
2025-11-06 15:18:00+00:00,271.1449890136719,271.32000732421875,271.1000061035156,271.2799987792969,152800
2025-11-06 15:19:00+00:00,271.260009765625,271.6099853515625,271.0899963378906,271.6099853515625,99674
2025-11-06 15:20:00+00:00,271.6400146484375,271.73150634765625,271.32879638671875,271.67999267578125,213110
2025-11-06 15:21:00+00:00,271.7101135253906,271.739990234375,271.3900146484375,271.572509765625,80993
2025-11-06 15:22:00+00:00,271.6000061035156,272.05999755859375,271.49749755859375,272.010009765625,295214
2025-11-06 15:23:00+00:00,272.010009765625,272.0400085449219,271.8655090332031,271.92498779296875,97771
2025-11-06 15:24:00+00:00,271.92999267578125,272.3861999511719,271.9100036621094,272.2699890136719,135513
2025-11-06 15:25:00+00:00,272.2699890136719,272.5199890136719,272.0400085449219,272.4700012207031,156637
2025-11-06 15:26:00+00:00,272.4200134277344,272.7695007324219,272.3399963378906,272.6400146484375,171575
2025-11-06 15:27:00+00:00,272.6246032714844,272.67999267578125,272.4100036621094,272.55450439453125,170560
2025-11-06 15:28:00+00:00,272.55999755859375,272.7499084472656,272.4700012207031,272.5799865722656,99382
2025-11-06 15:29:00+00:00,272.61810302734375,272.82000732421875,272.510009765625,272.82000732421875,82494
2025-11-06 15:30:00+00:00,272.8280029296875,272.9389953613281,272.54998779296875,272.6903076171875,126432
2025-11-06 15:31:00+00:00,272.7749938964844,272.77960205078125,272.5,272.5369873046875,82940
2025-11-06 15:32:00+00:00,272.55499267578125,272.7900085449219,272.5299987792969,272.6600036621094,84978
2025-11-06 15:33:00+00:00,272.6449890136719,272.8299865722656,272.4599914550781,272.8299865722656,109891
2025-11-06 15:34:00+00:00,272.8500061035156,273.05999755859375,272.79998779296875,272.9100036621094,161659
2025-11-06 15:35:00+00:00,272.8900146484375,272.9136047363281,272.5899963378906,272.6700134277344,80997
2025-11-06 15:36:00+00:00,272.6600036621094,272.7380065917969,272.20050048828125,272.2149963378906,138383
2025-11-06 15:37:00+00:00,272.2149963378906,272.2799987792969,271.67999267578125,271.760009765625,139822
2025-11-06 15:38:00+00:00,271.7850036621094,272.45989990234375,271.7850036621094,272.3599853515625,104362
2025-11-06 15:39:00+00:00,272.3599853515625,272.4999084472656,272.1499938964844,272.239990234375,87753
2025-11-06 15:40:00+00:00,272.2298889160156,272.2699890136719,271.8500061035156,271.8500061035156,105209
2025-11-06 15:41:00+00:00,271.8500061035156,271.9599914550781,271.55010986328125,271.7699890136719,105767
2025-11-06 15:42:00+00:00,271.7200012207031,271.9700012207031,271.69000244140625,271.8500061035156,82831
2025-11-06 15:43:00+00:00,271.8688049316406,272.2799987792969,271.7900085449219,272.2650146484375,98095
2025-11-06 15:44:00+00:00,272.2699890136719,272.44000244140625,272.2300109863281,272.32000732421875,90135
